147 2 2 9.44 1.28693 7.545 1.46371 4.3065 0.567807
150 2 25 8.5288 0.928612 8.6344 1.07552 23.3894 5.45425
151 2 18 8.38889 0.937179 8.01611 0.620115 13.7931 2.62105
152 2 4 9.0525 0.337478 8.8025 1.91514 7.01525 1.51503
153 2 2 8.055 0.855599 7.965 0.190919 4.7205 1.52523
154 2 20 8.4885 1.15752 8.0055 1.1894 19.7604 5.72253
155 2 35 8.37829 0.930767 8.08771 1.08484 20.2343 5.0649
156 2 21 7.85 0.873962 7.81333 0.95754 14.163 3.72256
157 2 1 7.29 0 9.12 0 3.487 0
159 2 14 8.15286 0.654892 8.14714 1.14273 14.165 2.47662
160 2 34 8.33941 1.11987 8.05529 0.909343 16.8947 4.05328
161 2 16 8.21375 1.49463 8.31062 0.796178 14.2806 2.66054
162 2 18 8.05944 1.50643 7.73278 1.20603 13.3919 3.05131
163 2 4 8.995 0.952558 8.12 0.448628 5.70975 1.36227
164 2 11 8.07727 2.34334 7.27 2.25535 13.5024 1.22704
165 2 13 7.92615 0.667614 7.75154 1.00343 15.4125 3.33245
166 2 23 8.09826 1.0257 8.08522 0.88081 14.5707 3.92606
167 2 5 8.87 0.477546 8.012 1.21444 6.7354 1.42285
168 2 17 7.87412 0.946996 8.27588 0.888623 15.7692 4.75587
170 2 20 8.305 1.1409 8.1855 1.04977 17.741 3.87722
171 2 4 7.49 0.647508 8.08 1.54831 6.02475 0.803973
172 2 3 7.78 1.38827 8.55333 1.52618 5.00033 0.796226
173 2 7 9.98571 1.80162 9.04571 1.80271 9.119 1.34638
174 2 3 8.19333 0.273008 9.62 1.31103 6.96867 0.467885
175 2 4 8.585 1.0609 8.8075 1.18974 9.851 1.35198
176 2 7 7.27571 1.15341 6.54714 1.15843 10.8916 1.61802
177 2 3 8.47667 0.878996 8.20333 1.39012 7.38967 0.834572
178 2 2 8.695 0.403051 7.475 0.431335 6.5405 1.28623
179 2 14 7.42571 0.936628 7.80571 0.803394 14.9699 3.00818
180 2 28 8.27429 1.31384 7.90786 1.26397 17.4392 6.01807
181 2 13 8.05615 1.10201 8.04846 0.695651 17.2783 3.62437
182 2 9 8.65 1.14398 7.75111 1.36615 10.4782 1.06382
184 2 34 7.92676 0.97995 8.23324 0.915237 16.176 4.28573
185 2 2 8.505 0.318198 8.195 2.21324 6.8595 1.07692
186 2 3 8.07 0.262298 7.94667 1.685 5.178 0.180325
187 2 10 8.744 0.959655 8.251 1.15305 13.5084 2.36335
188 2 10 7.839 0.684778 8.066 1.05126 12.1186 1.55793
190 2 16 7.94875 1.02748 7.78625 0.998672 13.4375 2.06428
192 2 5 8.52 0.389679 8.06 0.935575 5.2266 0.76734
194 2 2 7.82 2.03647 8.2 0.622254 5.654 0.370524
195 2 12 7.84583 1.03787 7.7575 1.16046 12.0577 2.09243
200 1 1 6.96 0 6.73 0 11.806 0
201 1 2 7.48 0.876812 8.335 0.205061 9.1425 1.73878
202 1 1 9.03 0 9.45 0 13.35 0
203 1 2 7.535 0.388909 8.82 1.00409 15.395 0.605283
204 1 2 9.04 2.05061 8.42 0.226274 17.4035 1.01187
205 1 9 7.68111 1.92289 7.27667 2.04549 17.8221 5.38012
206 1 10 7.223 1.21236 6.97 1.35236 14.757 4.5497
207 1 15 7.56667 1.90127 7.132 1.52831 15.1155 4.92812
208 1 12 7.37583 2.81005 7.09417 1.86706 15.9356 5.07471
209 1 4 6.765 1.84526 7.4375 2.2649 14.3392 4.48844
210 1 10 6.57 1.16473 6.285 1.4964 15.3453 4.02423
211 1 61 8.28902 1.07803 8.5182 0.937307 20.8218 6.29112
212 1 38 8.12737 1.07935 8.37763 1.26229 21.6977 6.40302
213 1 40 7.9295 1.12254 7.91 0.994673 19.9873 5.87453
214 1 44 8.05409 1.19772 8.1625 1.04702 19.7337 6.40791
215 1 61 8.01672 1.06311 8.22328 1.0547 20.0897 7.04284
