3 2 1 9.45 0 7.3 0 4.948 0
6 2 10 8.56 0.809472 7.614 0.934644 14.2693 3.44246
9 2 28 8.00857 1.08097 8.36821 1.63064 22.9583 7.33442
12 2 27 8.27037 1.00108 8.66741 1.06728 22.3773 7.47697
16 2 11 7.48727 0.886973 7.75909 0.680962 14.8144 4.56922
18 2 15 8.08667 1.00886 7.87867 0.696654 14.0534 2.21404
19 2 11 8.08273 1.66003 8.33909 1.44616 11.0963 0.61298
26 2 33 7.86818 0.963352 8.51939 1.08178 20.7434 5.0721
27 2 16 7.86375 0.852806 7.99187 1.04633 14.8993 3.77522
28 2 9 7.79222 1.40772 8.17222 1.54044 12.3367 1.10054
29 2 11 8.12727 0.665539 7.77364 1.07015 13.4574 2.32246
32 2 19 8.30368 0.737399 8.48895 0.9352 19.8148 8.77559
36 2 33 8.07636 1.03636 8.35667 1.24322 17.5665 5.14406
40 2 23 8.15957 0.824789 8.1613 0.7576 19.8637 5.42083
42 2 16 7.80625 0.89596 7.97313 1.28412 17.3269 4.27869
43 2 27 8.13296 0.863039 8.36185 1.02083 18.3795 4.50787
45 2 20 8.1055 0.828629 8.352 1.40178 15.0955 2.88805
47 2 25 8.0848 1.16173 8.2236 0.950657 21.1074 5.69323
49 2 22 8.20682 1.06892 7.89409 1.0564 15.4622 2.85889
50 2 21 8.19048 1.13179 8.48476 1.2106 24.4535 5.9227
53 2 12 8.015 0.715269 8.13167 0.802234 11.2417 1.00178
54 2 25 8.1668 0.857466 8.3712 1.24937 21.0454 6.98482
56 2 13 8.23077 0.934732 7.70923 0.7989 12.9739 1.64176
57 2 21 8.05238 0.768543 8.0519 1.1417 18.59 6.43413
62 2 1 7.92 0 6.9 0 6.287 0
63 2 28 8.33321 1.19375 8.06036 1.07 18.1814 5.16685
65 2 15 7.97867 0.888014 8.05133 1.14024 14.3374 3.44386
68 2 19 7.87842 0.518912 7.90368 1.15904 13.4205 2.73669
74 2 16 8.0825 1.09674 7.27125 0.934929 15.8839 3.67083
79 2 18 7.82556 0.946984 7.86611 0.600775 12.4173 1.74967
80 2 36 8.31333 1.08446 8.55444 1.02234 21.5378 5.9695
83 2 18 7.87556 0.685919 8.155 0.809584 20.9981 6.95617
84 2 22 8.43091 0.925984 8.28682 1.0508 16.101 4.15159
88 2 15 8.034 1.03975 8.03867 0.83036 13.0161 1.36861
92 2 36 8.31556 1.16089 8.595 1.16067 24.0583 9.10565
94 2 13 8.20154 0.639021 7.70769 0.763295 13.196 1.92118
96 2 16 7.9375 0.879087 8.26812 1.12047 13.898 2.4021
98 2 5 8.566 0.769857 9.352 1.33451 5.6232 0.460524
100 2 3 8.43333 0.312143 8.42 0.789367 6.52067 1.50173
101 2 15 8 0.613258 8.376 0.867169 15.9313 3.39916
102 2 22 7.46318 0.696682 7.47364 0.959333 13.1967 2.60477
103 2 23 7.84565 1.36379 8.26043 1.18676 20.6801 5.66314
104 2 22 8.58227 1.52151 8.45682 1.16111 21.1944 5.04075
105 2 18 7.69222 1.22447 7.81667 1.16722 14.0206 2.20091
107 2 20 8.029 0.998598 8.0755 1.00287 16.0889 4.07224
108 2 16 7.89313 1.0848 7.96125 0.999019 14.672 2.94845
112 2 6 8.72333 1.04216 8.73167 1.03903 10.9775 1.19622
113 2 5 9.278 1.12526 9.32 1.11989 7.5712 1.31358
116 2 12 7.96833 0.781116 7.92417 0.880986 12.508 1.39934
117 2 13 7.94308 1.16949 7.57 1.28594 12.8348 0.828698
118 2 23 7.83348 0.975386 8.49087 1.10497 16.0147 3.4372
120 2 3 7.66667 0.321299 6.97333 0.341223 8.96 0.302253
121 2 27 7.83222 0.798731 8.14519 0.980896 16.5492 4.32233
122 2 2 7.865 0.827315 9.275 0.233345 6.1615 2.3087
124 2 3 8.27667 1.73229 7.72667 0.837994 8.706 0.271
125 2 12 8.18167 0.945812 8.31167 0.62759 19.0095 4.68289
126 2 2 9.48 0.0989949 10.085 0.799031 5.923 0.660438
128 2 7 8.21857 1.51672 8.51 1.20081 9.33557 1.11473
132 2 17 7.87176 1.08919 7.67412 1.10943 12.5839 2.5465
133 2 1 6.45 0 7.57 0 3.784 0
135 2 3 8.35 0.402865 9.46333 1.39105 5.634 1.44272
138 2 3 7.62333 0.635793 8.43333 1.75569 5.30067 0.173512
139 2 1 8.67 0 7.65 0 4.933 0
140 2 18 8.33833 0.854911 8.18222 1.03523 15.8176 2.60209
144 2 6 8.93667 1.50624 8.72 1.42789 4.97967 0.68293
146 2 22 8.205 1.17973 8.05409 0.871625 16.3825 3.83465
