  6.6966158e+005	  2.5891571e+005	  6.2677900e+002	  2.0000000e+000	  4.3074700e+002	  5.9530000e+000	  4.9000000e+000	  7.0300000e+000	  2.7315000e+001	  3.9640000e+000	  2.3351000e+001	  1.7000000e+002	
  6.6966318e+005	  2.5891248e+005	  6.2440600e+002	  2.0000000e+000	  5.6393900e+002	  5.9360000e+000	  5.9300000e+000	  5.5700000e+000	  3.2833000e+001	  2.0502000e+001	  1.2331000e+001	  1.5400000e+002	
  6.6966207e+005	  2.5893217e+005	  6.3865800e+002	  2.0000000e+000	  8.6152500e+002	  6.6700000e+000	  5.9000000e+000	  7.1000000e+000	  3.7575000e+001	  1.4374000e+001	  2.3201000e+001	  9.2000000e+001	
  6.6966355e+005	  2.5892587e+005	  6.3244200e+002	  1.0000000e+000	  9.6033000e+002	  8.0910000e+000	  9.3600000e+000	  7.5500000e+000	  3.8111000e+001	  2.0092000e+001	  1.8020000e+001	  1.6100000e+002	
  6.6966839e+005	  2.5891202e+005	  6.2624500e+002	  2.0000000e+000	  3.2707000e+002	  5.2790000e+000	  5.3200000e+000	  4.8000000e+000	  3.8167000e+001	  2.6701000e+001	  1.1465000e+001	  1.7600000e+002	
  6.6966747e+005	  2.5893489e+005	  6.4149200e+002	  1.0000000e+000	  4.8015600e+002	  8.8570000e+000	  9.0300000e+000	  9.4500000e+000	  1.6943000e+001	  3.5930000e+000	  1.3350000e+001	  1.9500000e+002	
  6.6967269e+005	  2.5891210e+005	  6.2769800e+002	  1.0000000e+000	  6.1881200e+002	  5.7950000e+000	  6.4400000e+000	  5.8200000e+000	  3.7178000e+001	  1.2178000e+001	  2.5000000e+001	  9.0000000e+000	
  6.6966740e+005	  2.5891569e+005	  6.2859400e+002	  1.0000000e+000	  7.0594100e+002	  7.1550000e+000	  6.7800000e+000	  7.9600000e+000	  2.9561000e+001	  6.4660000e+000	  2.3095000e+001	  1.7000000e+002	
  6.6967636e+005	  2.5891925e+005	  6.3349900e+002	  2.0000000e+000	  2.6816300e+002	  7.5640000e+000	  9.4900000e+000	  7.1000000e+000	  1.1602000e+001	  4.3410000e+000	  7.2600000e+000	  1.7300000e+002	
  6.6967498e+005	  2.5892990e+005	  6.3711700e+002	  2.0000000e+000	  1.0487090e+003	  7.7570000e+000	  8.6800000e+000	  7.3400000e+000	  3.5914000e+001	  1.9809000e+001	  1.6105000e+001	  1.9000000e+002	
  6.6967787e+005	  2.5891429e+005	  6.3013100e+002	  2.0000000e+000	  4.1886300e+002	  7.6030000e+000	  8.2300000e+000	  8.0400000e+000	  1.5375000e+001	  7.9640000e+000	  7.4110000e+000	  1.6300000e+002	
  6.6968082e+005	  2.5892940e+005	  6.3790500e+002	  1.0000000e+000	  4.5742200e+002	  6.3190000e+000	  6.6500000e+000	  6.4300000e+000	  2.7264000e+001	  5.0130000e+000	  2.2251000e+001	  1.2500000e+002	
  6.6968455e+005	  2.5891184e+005	  6.3089800e+002	  2.0000000e+000	  2.9153900e+002	  5.4280000e+000	  7.2700000e+000	  5.2200000e+000	  2.2078000e+001	  8.7140000e+000	  1.3363000e+001	  1.6400000e+002	
  6.6968381e+005	  2.5892534e+005	  6.3476300e+002	  2.0000000e+000	  3.4057800e+002	  6.8460000e+000	  6.9500000e+000	  8.2700000e+000	  1.8864000e+001	  1.0341000e+001	  8.5230000e+000	  7.9000000e+001	
  6.6966611e+005	  2.5895426e+005	  6.5814300e+002	  2.0000000e+000	  5.9467300e+002	  5.8340000e+000	  6.6700000e+000	  5.3400000e+000	  3.7831000e+001	  2.2367000e+001	  1.5465000e+001	  1.0200000e+002	
  6.6966245e+005	  2.5895185e+005	  6.5699400e+002	  2.0000000e+000	  6.8719700e+002	  6.1670000e+000	  5.3500000e+000	  7.2500000e+000	  3.7416000e+001	  2.2218000e+001	  1.5198000e+001	  1.7900000e+002	
  6.6966605e+005	  2.5895934e+005	  6.6228600e+002	  2.0000000e+000	  8.4984300e+002	  6.7090000e+000	  7.1000000e+000	  6.5400000e+000	  3.5802000e+001	  9.6920000e+000	  2.6110000e+001	  8.0000000e+001	
  6.6966765e+005	  2.5894972e+005	  6.5409400e+002	  2.0000000e+000	  5.2941400e+002	  6.8600000e+000	  6.8800000e+000	  8.4100000e+000	  3.8667000e+001	  2.3965000e+001	  1.4702000e+001	  1.6500000e+002	
  6.6966592e+005	  2.5894672e+005	  6.5223700e+002	  1.0000000e+000	  5.6305300e+002	  9.0320000e+000	  1.0490000e+001	  8.5800000e+000	  2.1422000e+001	  3.3030000e+000	  1.8119000e+001	  1.6100000e+002	
  6.6966250e+005	  2.5894081e+005	  6.4889900e+002	  2.0000000e+000	  6.0948000e+002	  7.4840000e+000	  6.7900000e+000	  8.3200000e+000	  2.6205000e+001	  7.7730000e+000	  1.8432000e+001	  1.2100000e+002	
  6.6967064e+005	  2.5895895e+005	  6.6143600e+002	  1.0000000e+000	  6.2769000e+002	  6.4460000e+000	  5.7300000e+000	  7.1600000e+000	  3.7524000e+001	  2.1627000e+001	  1.5897000e+001	  4.9000000e+001	
  6.6967167e+005	  2.5895293e+005	  6.5613200e+002	  1.0000000e+000	  8.8530000e+002	  6.7300000e+000	  6.0800000e+000	  7.1200000e+000	  3.5762000e+001	  1.2809000e+001	  2.2953000e+001	  1.2100000e+002	
  6.6967479e+005	  2.5895694e+005	  6.5930400e+002	  1.0000000e+000	  7.7847000e+002	  7.6330000e+000	  1.0200000e+001	  6.5100000e+000	  3.0983000e+001	  3.9950000e+000	  2.6988000e+001	  2.6000000e+001	
  6.6967540e+005	  2.5894734e+005	  6.5170200e+002	  2.0000000e+000	  1.1717470e+003	  7.6080000e+000	  8.7200000e+000	  6.6400000e+000	  3.4674000e+001	  5.4410000e+000	  2.9234000e+001	  5.7000000e+001	
  6.6967459e+005	  2.5894020e+005	  6.4654000e+002	  1.0000000e+000	  6.7925500e+002	  6.3580000e+000	  7.1100000e+000	  6.8800000e+000	  3.3291000e+001	  1.2031000e+001	  2.1260000e+001	  1.2100000e+002	
  6.6967676e+005	  2.5893595e+005	  6.4322800e+002	  1.0000000e+000	  6.5149500e+002	  6.4830000e+000	  6.3900000e+000	  7.0700000e+000	  3.3763000e+001	  2.3827000e+001	  9.9360000e+000	  1.5900000e+002	
  6.6967762e+005	  2.5895258e+005	  6.5616800e+002	  2.0000000e+000	  1.0209750e+003	  7.6730000e+000	  8.0000000e+000	  8.6500000e+000	  3.1749000e+001	  6.0090000e+000	  2.5740000e+001	  1.5500000e+002	
  6.6968274e+005	  2.5894552e+005	  6.5209300e+002	  2.0000000e+000	  1.3195950e+003	  8.1490000e+000	  7.1800000e+000	  9.2800000e+000	  3.9708000e+001	  1.6937000e+001	  2.2772000e+001	  1.8400000e+002	
  6.6968301e+005	  2.5895494e+005	  6.5868900e+002	  2.0000000e+000	  9.9301400e+002	  7.3660000e+000	  7.8200000e+000	  8.4000000e+000	  3.7742000e+001	  2.6395000e+001	  1.1347000e+001	  1.6000000e+002	
  6.6968180e+005	  2.5893543e+005	  6.4381200e+002	  2.0000000e+000	  2.8849500e+002	  8.4600000e+000	  8.7400000e+000	  7.8000000e+000	  1.1335000e+001	  3.4180000e+000	  7.9170000e+000	  1.6700000e+002	
  6.6966226e+005	  2.5897912e+005	  6.7314700e+002	  2.0000000e+000	  1.4225320e+003	  8.9050000e+000	  6.5700000e+000	  1.0460000e+001	  3.1414000e+001	  3.5110000e+000	  2.7903000e+001	  1.8000000e+002	
  6.6966940e+005	  2.5897800e+005	  6.7233100e+002	  2.0000000e+000	  1.3455520e+003	  8.5580000e+000	  8.5200000e+000	  8.9700000e+000	  3.3329000e+001	  7.5610000e+000	  2.5768000e+001	  8.0000000e+001	
  6.6966219e+005	  2.5896568e+005	  6.6603500e+002	  2.0000000e+000	  1.1536130e+003	  9.0230000e+000	  7.0800000e+000	  1.2100000e+001	  3.1556000e+001	  4.8940000e+000	  2.6663000e+001	  2.6000000e+001	
  6.6966754e+005	  2.5896476e+005	  6.6507600e+002	  1.0000000e+000	  1.1615140e+003	  7.6250000e+000	  8.4600000e+000	  7.8700000e+000	  3.6922000e+001	  4.7940000e+000	  3.2128000e+001	  9.0000000e+000	
  6.6967091e+005	  2.5897278e+005	  6.6904400e+002	  2.0000000e+000	  1.2370860e+003	  8.1140000e+000	  9.5800000e+000	  8.2100000e+000	  3.6638000e+001	  2.3409000e+001	  1.3229000e+001	  1.7000000e+002	
  6.6967468e+005	  2.5896946e+005	  6.6659900e+002	  2.0000000e+000	  1.3778780e+003	  8.9230000e+000	  9.6500000e+000	  8.9000000e+000	  3.5941000e+001	  4.0810000e+000	  3.1860000e+001	  3.2000000e+001	
  6.6967798e+005	  2.5898280e+005	  6.7430800e+002	  2.0000000e+000	  7.0396800e+002	  9.5860000e+000	  1.1410000e+001	  8.2100000e+000	  1.4754000e+001	  4.3900000e+000	  1.0363000e+001	  1.8200000e+002	
  6.6967752e+005	  2.5897509e+005	  6.7033100e+002	  2.0000000e+000	  1.2346420e+003	  8.5460000e+000	  9.3600000e+000	  8.2300000e+000	  3.1088000e+001	  6.5440000e+000	  2.4545000e+001	  4.3000000e+001	
  6.6968363e+005	  2.5896938e+005	  6.6719000e+002	  2.0000000e+000	  1.3197690e+003	  8.5130000e+000	  8.2500000e+000	  9.6100000e+000	  3.4150000e+001	  7.6600000e+000	  2.6490000e+001	  5.7000000e+001	
  6.6968127e+005	  2.5896100e+005	  6.6276900e+002	  1.0000000e+000	  1.4283120e+003	  8.4460000e+000	  8.7700000e+000	  8.6000000e+000	  3.5225000e+001	  2.4031000e+001	  1.1194000e+001	  1.2800000e+002	
  6.6966378e+005	  2.5900988e+005	  6.8226200e+002	  1.0000000e+000	  1.5999060e+003	  9.0760000e+000	  8.3800000e+000	  8.8400000e+000	  4.1644000e+001	  2.5415000e+001	  1.6229000e+001	  9.0000000e+000	
  6.6966311e+005	  2.5898493e+005	  6.7462900e+002	  1.0000000e+000	  1.0308410e+003	  8.1500000e+000	  7.6800000e+000	  8.2500000e+000	  2.6501000e+001	  7.0050000e+000	  1.9496000e+001	  1.4000000e+002	
  6.6966337e+005	  2.5900213e+005	  6.7987900e+002	  1.0000000e+000	  1.2855070e+003	  8.2780000e+000	  8.1100000e+000	  8.5900000e+000	  3.5872000e+001	  2.3065000e+001	  1.2807000e+001	  8.0000000e+001	
  6.6966789e+005	  2.5899824e+005	  6.7935200e+002	  1.0000000e+000	  1.2022140e+003	  7.7750000e+000	  8.3800000e+000	  9.4800000e+000	  3.4882000e+001	  7.5170000e+000	  2.7365000e+001	  9.0000000e+000	
  6.6966275e+005	  2.5899479e+005	  6.7731200e+002	  2.0000000e+000	  1.0094200e+003	  8.4880000e+000	  7.5100000e+000	  9.7900000e+000	  3.0810000e+001	  4.5200000e+000	  2.6290000e+001	  8.0000000e+001	
  6.6966974e+005	  2.5900587e+005	  6.8192400e+002	  1.0000000e+000	  1.3316160e+003	  9.8540000e+000	  1.0280000e+001	  1.0910000e+001	  3.4083000e+001	  3.3530000e+000	  3.0730000e+001	  1.2000000e+001	
  6.6967627e+005	  2.5900419e+005	  6.8229000e+002	  2.0000000e+000	  1.4117140e+003	  8.1850000e+000	  9.4000000e+000	  9.5300000e+000	  3.6871000e+001	  2.3956000e+001	  1.2915000e+001	  2.9000000e+001	
  6.6967017e+005	  2.5898946e+005	  6.7642900e+002	  2.0000000e+000	  7.6146700e+002	  8.7330000e+000	  9.6000000e+000	  8.5500000e+000	  1.7074000e+001	  6.5830000e+000	  1.0492000e+001	  5.6000000e+001	
  6.6967278e+005	  2.5899525e+005	  6.7866700e+002	  1.0000000e+000	  1.3528590e+003	  7.8350000e+000	  8.4400000e+000	  8.4800000e+000	  3.6195000e+001	  5.9760000e+000	  3.0220000e+001	  1.2000000e+001	
  6.6968063e+005	  2.5900135e+005	  6.8259600e+002	  2.0000000e+000	  1.2071550e+003	  8.0930000e+000	  8.7300000e+000	  9.3100000e+000	  3.7176000e+001	  2.4860000e+001	  1.2316000e+001	  4.3000000e+001	
  6.6967826e+005	  2.5899072e+005	  6.7725100e+002	  1.0000000e+000	  1.0687920e+003	  7.6960000e+000	  7.9700000e+000	  7.3200000e+000	  3.7503000e+001	  9.9860000e+000	  2.7517000e+001	  9.0000000e+000	
  6.6968251e+005	  2.5899393e+005	  6.7890900e+002	  1.0000000e+000	  1.2259650e+003	  8.8970000e+000	  8.3000000e+000	  1.0430000e+001	  3.3901000e+001	  5.8150000e+000	  2.8087000e+001	  8.0000000e+001	
  6.6966308e+005	  2.5903134e+005	  6.8677400e+002	  2.0000000e+000	  5.2935700e+002	  5.9930000e+000	  6.7700000e+000	  5.2000000e+000	  2.7943000e+001	  1.6464000e+001	  1.1479000e+001	  6.5000000e+001	
  6.6966389e+005	  2.5902704e+005	  6.8573900e+002	  2.0000000e+000	  6.7581000e+002	  8.2990000e+000	  6.7100000e+000	  1.1390000e+001	  2.6643000e+001	  1.3373000e+001	  1.3270000e+001	  1.1800000e+002	
  6.6966927e+005	  2.5903331e+005	  6.8975700e+002	  2.0000000e+000	  4.3029600e+002	  6.2660000e+000	  5.8800000e+000	  5.9400000e+000	  3.0214000e+001	  2.3383000e+001	  6.8310000e+000	  1.6200000e+002	
  6.6966919e+005	  2.5902738e+005	  6.8631600e+002	  2.0000000e+000	  7.5072400e+002	  7.1650000e+000	  5.9900000e+000	  8.0300000e+000	  2.8227000e+001	  1.1912000e+001	  1.6316000e+001	  1.0800000e+002	
  6.6967468e+005	  2.5902660e+005	  6.8696000e+002	  2.0000000e+000	  8.0904300e+002	  7.6360000e+000	  7.7100000e+000	  8.0400000e+000	  2.9442000e+001	  1.3485000e+001	  1.5957000e+001	  1.1800000e+002	
  6.6967474e+005	  2.5903343e+005	  6.9013300e+002	  2.0000000e+000	  7.5261400e+002	  6.6530000e+000	  7.0600000e+000	  6.3600000e+000	  2.8930000e+001	  1.5460000e+001	  1.3470000e+001	  1.0500000e+002	
  6.6968206e+005	  2.5901010e+005	  6.8402600e+002	  1.0000000e+000	  1.1859610e+003	  7.8030000e+000	  8.8600000e+000	  8.6400000e+000	  3.9084000e+001	  2.0325000e+001	  1.8759000e+001	  3.2000000e+001	
  6.6968025e+005	  2.5901683e+005	  6.8697400e+002	  2.0000000e+000	  8.0655900e+002	  7.8360000e+000	  7.8800000e+000	  9.0200000e+000	  3.2347000e+001	  7.2090000e+000	  2.5138000e+001	  6.3000000e+001	
  6.6967935e+005	  2.5902959e+005	  6.8934800e+002	  2.0000000e+000	  7.0442500e+002	  6.4920000e+000	  6.5700000e+000	  9.1600000e+000	  2.7532000e+001	  9.3840000e+000	  1.8148000e+001	  1.6800000e+002	
  6.6968336e+005	  2.5902725e+005	  6.8796500e+002	  2.0000000e+000	  6.2109300e+002	  6.9730000e+000	  7.3800000e+000	  6.8500000e+000	  2.6271000e+001	  1.7326000e+001	  8.9450000e+000	  1.7600000e+002	
  6.6968394e+005	  2.5901958e+005	  6.8752100e+002	  2.0000000e+000	  6.4629100e+002	  6.8920000e+000	  7.1100000e+000	  7.6400000e+000	  3.3550000e+001	  1.2624000e+001	  2.0925000e+001	  4.7000000e+001	
  6.6968369e+005	  2.5903320e+005	  6.9019200e+002	  2.0000000e+000	  7.2482500e+002	  6.6190000e+000	  7.6100000e+000	  6.8100000e+000	  2.8393000e+001	  1.5178000e+001	  1.3215000e+001	  5.6000000e+001	
  6.6966174e+005	  2.5905660e+005	  6.9356500e+002	  2.0000000e+000	  5.8017600e+002	  6.8930000e+000	  5.8900000e+000	  7.0700000e+000	  2.7043000e+001	  1.0233000e+001	  1.6810000e+001	  1.2100000e+002	
