130 130 688.5
130 140 688.195
130 150 687.83
130 160 685.419
140 130 687.693
140 140 686.565
140 150 685.101
140 160 682.334
150 130 686.128
150 140 683.805
150 150 681.813
150 160 681.219
160 130 683.727
160 140 681.089
160 150 678.797
160 160 678.536
