9.8591	45	12.384	45
9.8591	45	-12.384	45
9.8591	45	-12.384	-45
9.8591	45	12.384	-45
9.8591	45	28.218	25
9.8591	45	28.218	65
9.8591	45	-28.218	75
9.8591	45	-28.218	35
9.8591	45	-28.218	-5
9.8591	45	-28.218	-45
9.8591	45	-28.218	-85
9.8591	45	28.218	-55
9.8591	45	28.218	-15
9.8591	45	47.45	20.769
9.8591	45	47.45	48.462
9.8591	45	47.45	76.154
9.8591	45	-47.45	76.154
9.8591	45	-47.45	48.462
9.8591	45	-47.45	20.769
9.8591	45	-47.45	-6.9231
9.8591	45	-47.45	-34.615
9.8591	45	-47.45	-62.308
9.8591	45	47.45	-90
9.8591	45	47.45	-62.308
9.8591	45	47.45	-34.615
9.8591	45	47.45	-6.9231
-9.8591	45	12.384	45
-9.8591	45	-12.384	45
-9.8591	45	-12.384	-45
-9.8591	45	12.384	-45
-9.8591	45	28.218	25
-9.8591	45	28.218	65
-9.8591	45	-28.218	75
-9.8591	45	-28.218	35
-9.8591	45	-28.218	-5
-9.8591	45	-28.218	-45
-9.8591	45	-28.218	-85
-9.8591	45	28.218	-55
-9.8591	45	28.218	-15
-9.8591	45	47.45	20.769
-9.8591	45	47.45	48.462
-9.8591	45	47.45	76.154
-9.8591	45	-47.45	76.154
-9.8591	45	-47.45	48.462
-9.8591	45	-47.45	20.769
-9.8591	45	-47.45	-6.9231
-9.8591	45	-47.45	-34.615
-9.8591	45	-47.45	-62.308
-9.8591	45	47.45	-90
-9.8591	45	47.45	-62.308
-9.8591	45	47.45	-34.615
-9.8591	45	47.45	-6.9231
-9.8591	-45	12.384	45
-9.8591	-45	-12.384	45
-9.8591	-45	-12.384	-45
-9.8591	-45	12.384	-45
-9.8591	-45	28.218	25
-9.8591	-45	28.218	65
-9.8591	-45	-28.218	75
-9.8591	-45	-28.218	35
-9.8591	-45	-28.218	-5
-9.8591	-45	-28.218	-45
-9.8591	-45	-28.218	-85
-9.8591	-45	28.218	-55
-9.8591	-45	28.218	-15
-9.8591	-45	47.45	20.769
-9.8591	-45	47.45	48.462
-9.8591	-45	47.45	76.154
-9.8591	-45	-47.45	76.154
-9.8591	-45	-47.45	48.462
-9.8591	-45	-47.45	20.769
-9.8591	-45	-47.45	-6.9231
-9.8591	-45	-47.45	-34.615
-9.8591	-45	-47.45	-62.308
-9.8591	-45	47.45	-90
-9.8591	-45	47.45	-62.308
-9.8591	-45	47.45	-34.615
-9.8591	-45	47.45	-6.9231
9.8591	-45	12.384	45
9.8591	-45	-12.384	45
9.8591	-45	-12.384	-45
9.8591	-45	12.384	-45
9.8591	-45	28.218	25
9.8591	-45	28.218	65
9.8591	-45	-28.218	75
9.8591	-45	-28.218	35
9.8591	-45	-28.218	-5
9.8591	-45	-28.218	-45
9.8591	-45	-28.218	-85
9.8591	-45	28.218	-55
9.8591	-45	28.218	-15
9.8591	-45	47.45	20.769
9.8591	-45	47.45	48.462
9.8591	-45	47.45	76.154
9.8591	-45	-47.45	76.154
9.8591	-45	-47.45	48.462
9.8591	-45	-47.45	20.769
9.8591	-45	-47.45	-6.9231
9.8591	-45	-47.45	-34.615
9.8591	-45	-47.45	-62.308
9.8591	-45	47.45	-90
9.8591	-45	47.45	-62.308
9.8591	-45	47.45	-34.615
9.8591	-45	47.45	-6.9231
22.301	25	12.384	45
22.301	25	-12.384	45
22.301	25	-12.384	-45
22.301	25	12.384	-45
22.301	25	28.218	25
22.301	25	28.218	65
22.301	25	-28.218	75
22.301	25	-28.218	35
22.301	25	-28.218	-5
22.301	25	-28.218	-45
22.301	25	-28.218	-85
22.301	25	28.218	-55
22.301	25	28.218	-15
22.301	25	47.45	20.769
22.301	25	47.45	48.462
22.301	25	47.45	76.154
22.301	25	-47.45	76.154
22.301	25	-47.45	48.462
22.301	25	-47.45	20.769
22.301	25	-47.45	-6.9231
22.301	25	-47.45	-34.615
22.301	25	-47.45	-62.308
22.301	25	47.45	-90
22.301	25	47.45	-62.308
22.301	25	47.45	-34.615
22.301	25	47.45	-6.9231
22.301	65	12.384	45
22.301	65	-12.384	45
22.301	65	-12.384	-45
22.301	65	12.384	-45
22.301	65	28.218	25
22.301	65	28.218	65
22.301	65	-28.218	75
22.301	65	-28.218	35
22.301	65	-28.218	-5
22.301	65	-28.218	-45
22.301	65	-28.218	-85
22.301	65	28.218	-55
22.301	65	28.218	-15
22.301	65	47.45	20.769
22.301	65	47.45	48.462
22.301	65	47.45	76.154
22.301	65	-47.45	76.154
22.301	65	-47.45	48.462
22.301	65	-47.45	20.769
22.301	65	-47.45	-6.9231
22.301	65	-47.45	-34.615
22.301	65	-47.45	-62.308
22.301	65	47.45	-90
22.301	65	47.45	-62.308
22.301	65	47.45	-34.615
22.301	65	47.45	-6.9231
-22.301	75	12.384	45
-22.301	75	-12.384	45
-22.301	75	-12.384	-45
-22.301	75	12.384	-45
-22.301	75	28.218	25
-22.301	75	28.218	65
-22.301	75	-28.218	75
-22.301	75	-28.218	35
-22.301	75	-28.218	-5
-22.301	75	-28.218	-45
-22.301	75	-28.218	-85
-22.301	75	28.218	-55
-22.301	75	28.218	-15
-22.301	75	47.45	20.769
-22.301	75	47.45	48.462
-22.301	75	47.45	76.154
-22.301	75	-47.45	76.154
-22.301	75	-47.45	48.462
-22.301	75	-47.45	20.769
-22.301	75	-47.45	-6.9231
-22.301	75	-47.45	-34.615
-22.301	75	-47.45	-62.308
-22.301	75	47.45	-90
-22.301	75	47.45	-62.308
-22.301	75	47.45	-34.615
-22.301	75	47.45	-6.9231
-22.301	35	12.384	45
-22.301	35	-12.384	45
-22.301	35	-12.384	-45
-22.301	35	12.384	-45
-22.301	35	28.218	25
-22.301	35	28.218	65
-22.301	35	-28.218	75
-22.301	35	-28.218	35
-22.301	35	-28.218	-5
-22.301	35	-28.218	-45
-22.301	35	-28.218	-85
-22.301	35	28.218	-55
-22.301	35	28.218	-15
-22.301	35	47.45	20.769
-22.301	35	47.45	48.462
-22.301	35	47.45	76.154
-22.301	35	-47.45	76.154
-22.301	35	-47.45	48.462
-22.301	35	-47.45	20.769
-22.301	35	-47.45	-6.9231
-22.301	35	-47.45	-34.615
-22.301	35	-47.45	-62.308
-22.301	35	47.45	-90
-22.301	35	47.45	-62.308
-22.301	35	47.45	-34.615
