0 415.799988
1 447.600006
2 486.600006
3 505.700012
4 557.599976
5 619.599976
6 668.799988
7 679.700012
8 709.099976
9 755.000000
10 762.200012
11 776.700012
12 867.000000
13 885.400024
14 900
